0,nospec_no_specifier_test,1612028849,0
1,nospec_empty_string,1612028849,0
2,nospec_some_escaped_chars,1612028849,0
3,nospec_successive_5_5,1612028849,0
4,nospec_successive_2_9,1612028849,0
5,nospec_successive_8_3,1612028849,0
6,pct_basic,1612028849,0
7,pct_5w,1612028849,1612028122
8,pct_5wlj,1612028849,1612028122
9,pct_5wzp,1612028849,1612028122
10,pct_5wljzp,1612028849,1612028122
11,nocrash_nullspec_basic,1612028849,0
12,nocrash_nullspec_5w,1612028849,0
13,nocrash_nullspec_5wzp,1612028849,0
14,nocrash_nullspec_5wzplj,1612028849,0
15,nocrash_nullspec_5wlj,1612028849,0
16,s_basic_string_expansion,1612028849,0
17,s_only_string_expansion,1612028849,0
18,s_two_string_expansions,1612028849,0
19,s_two_string_expansions2,1612028849,0
20,s_empty_string_expansion,1612028849,0
21,s_full_then_empty_string,1612028849,0
22,s_empty_then_full_string,1612028849,0
23,s_three_strings,1612028849,0
24,s_space_padded_field_width,1612028849,1612028122
25,s_space_padded_field_width2,1612028849,1612028122
26,s_space_padded_over_field_width,1612028849,1612028122
27,s_space_padded_field_width_lj,1612028849,1612028122
28,s_space_padded_field_width2_lj,1612028849,1612028122
29,s_space_padded_over_field_width_lj,1612028849,1612028122
30,s_string_prec_notrunc,1612028849,1612028802
31,s_string_prec_trunc,1612028849,1612028802
32,s_string_prec_default,1612028849,0
33,s_string_prec_zero,1612028849,0
34,s_two_strings_prec_2trunc,1612028849,1612028802
35,s_two_strings_prec_1trunc_a,1612028849,1612028802
36,s_two_strings_prec_1trunc_b,1612028849,1612028802
37,s_two_strings_prec_0trunc,1612028849,1612028802
38,s_string_prec_width_notrunc,1612028849,1612028802
39,s_string_prec_width_trunc,1612028849,1612028802
40,s_string_prec_width_notrunc_lj,1612028849,1612028802
41,s_string_prec_width_trunc_lj,1612028849,1612028802
42,s_two_s_prec_width_2fit_0trunc,1612028849,1612028802
43,s_two_s_prec_width_1fit_a_0trunc,1612028849,1612028802
44,s_two_s_prec_width_1fit_b_0trunc,1612028849,1612028802
45,s_two_s_prec_width_0fit_0trunc,1612028849,1612028802
46,s_two_s_prec_width_2fit_1trunc_a,1612028849,1612028802
47,s_two_s_prec_width_1fit_a_1trunc_a,1612028849,1612028802
48,s_two_s_prec_width_1fit_b_1trunc_a,1612028849,1612028802
49,s_two_s_prec_width_0fit_1trunc_a,1612028849,1612028802
50,s_two_s_prec_width_2fit_1trunc_b,1612028849,1612028802
51,s_two_s_prec_width_1fit_a_1trunc_b,1612028849,1612028802
52,s_two_s_prec_width_1fit_b_1trunc_b,1612028849,1612028802
53,s_two_s_prec_width_0fit_1trunc_b,1612028849,1612028802
54,s_two_s_prec_width_2fit_2trunc,1612028849,1612028802
55,s_two_s_prec_width_1fit_a_2trunc,1612028849,1612028802
56,s_two_s_prec_width_1fit_b_2trunc,1612028849,1612028802
57,s_two_s_prec_width_0fit_2trunc,1612028849,1612028802
58,s_two_s_prec_width_2trunc,1612028849,1612028122
59,s_two_strings_lj_and_rj,1612028849,1612028122
60,s_two_strings_rj_and_lj,1612028849,1612028122
61,s_null_basic_string_expansion,1612028849,0
62,s_null_only_string_expansion,1612028849,0
63,s_null_space_padded_field_width,1612028849,1612028122
64,s_null_space_padded_over_field_width,1612028849,1612028122
65,s_null_space_padded_field_width_lj,1612028849,1612028122
66,s_null_space_padded_field_width2_lj,1612028849,1612028122
67,s_null_space_padded_over_field_width_lj,1612028849,1612028122
68,s_null_string_prec_notrunc,1612028849,1612028802
69,s_null_string_prec_trunc,1612028849,1612028802
70,s_null_string_prec_default,1612028849,0
71,s_null_string_prec_zero,1612028849,0
72,s_basic_s_hidden,1612028849,0
73,s_width_3_s_hidden,1612028849,1612028122
74,s_width_9_s_hidden,1612028849,1612028122
75,s_prec_no_width_s_hidden,1612028849,0
76,s_prec_9_no_width_s_hidden,1612028849,1612028802
77,s_prec_03_no_width_s_hidden,1612028849,1612028802
78,s_prec_09_no_width_s_hidden,1612028849,1612028802
79,s_prec_03_no_width_s_null,1612028849,1612028802
80,s_prec_09_no_width_s_null,1612028849,1612028802
81,s_prec_00_no_width_s_nullchar,1612028849,0
82,s_prec_01_no_width_s_nullchar,1612028849,0
83,s_prec_03_no_width_s_nullchar,1612028849,0
84,s_prec_09_no_width_s_nullchar,1612028849,0
85,s_prec_0_width_3_s_hidden,1612028849,1612028122
86,s_prec_0_width_10_s_hidden,1612028849,1612028122
87,s_prec_0_width_3_s_null,1612028849,1612028122
88,s_prec_0_width_10_s_null,1612028849,1612028122
89,s_prec_0_width_1_s_nullchar,1612028849,1612028122
90,s_prec_0_width_2_s_nullchar,1612028849,1612028122
91,s_prec_0_width_9_s_nullchar,1612028849,1612028122
92,s_prec_0_lj_width_3_s_hidden,1612028849,1612028122
93,s_prec_0_lj_width_8_s_hidden,1612028849,1612028122
94,s_prec_0_lj_width_3_s_null,1612028849,1612028122
95,s_prec_0_lj_width_8_s_null,1612028849,1612028122
96,s_prec_0_lj_width_1_s_nullchar,1612028849,1612028122
97,s_prec_0_lj_width_2_s_nullchar,1612028849,1612028122
98,s_prec_0_lj_width_6_s_nullchar,1612028849,1612028122
99,s_prec_1_width_3_s_hidden,1612028849,1612028802
100,s_prec_1_width_10_s_hidden,1612028849,1612028802
101,s_prec_1_width_3_s_null,1612028849,1612028802
102,s_prec_1_width_9_s_null,1612028849,1612028802
103,s_prec_1_lj_width_3_s_hidden,1612028849,1612028802
104,s_prec_1_lj_width_10_s_hidden,1612028849,1612028802
105,s_prec_1_lj_width_3_s_null,1612028849,1612028802
106,s_prec_1_lj_width_9_s_null,1612028849,1612028802
107,s_prec_1_lj_width_3_s_nullchar,1612028849,1612028122
108,s_prec_1_lj_width_6_s_nullchar,1612028849,1612028122
109,s_prec_perfect_width_3_s_hidden,1612028849,1612028802
110,s_prec_perfect_width_20_s_hidden,1612028849,1612028802
111,s_prec_perfect_width_3_s_null,1612028849,1612028802
112,s_prec_perfect_width_20_s_null,1612028849,1612028802
113,s_prec_perfect_width_3_s_nullchar,1612028849,1612028122
114,s_prec_perfect_width_6_s_nullchar,1612028849,1612028122
115,s_prec_perfect_lj_width_3_s_hidden,1612028849,1612028802
116,s_prec_perfect_lj_width_20_s_hidden,1612028849,1612028802
117,s_prec_8_lj_width_3_s_hidden,1612028849,1612028802
118,s_prec_8_lj_width_10_s_hidden,1612028849,1612028802
119,s_prec_8_lj_width_3_s_null,1612028849,1612028802
120,s_prec_8_lj_width_10_s_null,1612028849,1612028802
121,s_prec_00_lj_s_hidden_trunc,1612028849,1612028122
122,s_prec_09_lj_s_hidden_notrunc,1612028849,1612028802
123,s_undefbehav_0_2zero,1612028849,1612028122
124,s_undefbehav_0_3zero,1612028849,1612028122
125,s_undefbehav_0_4zero,1612028849,1612028122
126,s_undefbehav_0_lj_2zero,1612028849,1612028122
127,s_undefbehav_0_zero_lj_zero,1612028849,1612028122
128,s_undefbehav_0_2zero_lj,1612028849,1612028122
129,s_undefbehav_0_width_3,1612028849,1612028122
130,s_undefbehav_0_width_9,1612028849,1612028122
131,s_undefbehav_lj_0_width_3,1612028849,1612028122
132,s_undefbehav_lj_0_width_9,1612028849,1612028122
133,i_basic_i_pos,1612028849,1612023506
134,i_basic_i_neg,1612028849,1612023506
135,i_basic_i_zero,1612028849,1612023506
136,i_basic_i_onlypos,1612028849,1612023506
137,i_basic_i_onlyneg,1612028849,1612023506
138,i_basic_i_onlyzero,1612028849,1612023506
139,d_basic_pos,1612028849,1612023506
140,d_basic_neg,1612028849,1612023506
141,d_basic_zero,1612028849,1612023506
142,i_intmax,1612028849,1612023506
143,i_intmin,1612028849,1612023506
144,i_width_pos_fits,1612028849,1612028122
145,i_width_neg_fits,1612028849,1612028122
146,i_width_zero_fits,1612028849,1612028122
147,i_width_pos_exactfit,1612028849,1612028122
148,i_width_neg_exactfit,1612028849,1612028122
149,i_width_pos_nofit,1612028849,1612028122
150,i_width_neg_nofit,1612028849,1612028122
151,i_width_pos_fits_lj,1612028849,1612028122
152,i_width_neg_fits_lj,1612028849,1612028122
153,i_width_zero_fits_lj,1612028849,1612028122
154,i_width_pos_exactfit_lj,1612028849,1612028122
155,i_width_neg_exactfit_lj,1612028849,1612028122
156,i_width_pos_nofit_lj,1612028849,1612028122
157,i_width_neg_nofit_lj,1612028849,1612028122
158,i_prec_fits_pos,1612028849,1612028802
159,i_prec_fits_neg,1612028849,1612028802
160,i_prec_fits_zero,1612028849,1612028802
161,i_prec_exactfit_pos,1612028849,1612028802
162,i_prec_exactfit_neg,1612028849,1612028802
163,i_prec_nofit_pos,1612028849,1612028802
164,i_prec_nofit_neg,1612028849,1612028802
165,i_zp_pos_fits,1612028849,1612028122
166,i_zp_neg_fits,1612028849,1612028122
167,i_zp_zero_fits,1612028849,1612028122
168,i_zp_pos_exactfit,1612028849,1612028122
169,i_zp_neg_exactfit,1612028849,1612028122
170,i_zp_neg_minus1fit,1612028849,1612028122
171,i_prec_width_fit_fit_pos,1612028849,1612028802
172,i_prec_width_fit_fit_neg,1612028849,1612028802
173,i_prec_width_fit_fit_zero,1612028849,1612028802
174,i_prec_width_nofit_fit_pos,1612028849,1612028802
175,i_prec_width_nofit_fit_neg,1612028849,1612028802
176,i_prec_width_fit_nofit_pos,1612028849,1612028802
177,i_prec_width_fit_nofit_neg,1612028849,1612028802
178,i_prec_width_nofit_nofit_pos,1612028849,1612028802
179,i_prec_width_nofit_nofit_neg,1612028849,1612028802
180,i_prec_width_fit_fit_pos_lj,1612028849,1612028802
181,i_prec_width_fit_fit_neg_lj,1612028849,1612028802
182,i_prec_width_fit_fit_zero_lj,1612028849,1612028802
183,i_prec_width_nofit_fit_pos_lj,1612028849,1612028802
184,i_prec_width_nofit_fit_neg_lj,1612028849,1612028802
185,i_prec_width_fit_nofit_pos_lj,1612028849,1612028802
186,i_prec_width_fit_nofit_neg_lj,1612028849,1612028802
187,i_prec_width_nofit_nofit_pos_lj,1612028849,1612028802
188,i_prec_width_nofit_nofit_neg_lj,1612028849,1612028802
189,i_prec_width_ff_pos_zp,1612028849,1612028802
190,i_prec_width_ff_neg_zp,1612028849,1612028802
191,i_prec_width_ff_zero_zp,1612028849,1612028802
192,i_prec_width_nf_pos_zp,1612028849,1612028802
193,i_prec_width_nf_neg_zp,1612028849,1612028802
194,i_prec_width_fn_pos_zp,1612028849,1612028802
195,i_prec_width_fn_neg_zp,1612028849,1612028802
196,i_prec_width_nn_pos_zp,1612028849,1612028802
197,i_prec_width_nn_neg_zp,1612028849,1612028802
198,i_prec_width_ff_pos_lj_zp_ignoreflag,1612028849,1612028802
199,i_prec_width_ff_neg_ljzp_ignoreflag,1612028849,1612028802
200,i_prec_width_ff_zero_ljzp_ignoreflag,1612028849,1612028802
201,i_prec_width_nf_pos_ljzp_ignoreflag,1612028849,1612028802
202,i_prec_width_nf_neg_ljzp_ignoreflag,1612028849,1612028802
203,i_prec_width_fn_pos_ljzp_ignoreflag,1612028849,1612028802
204,i_prec_width_fn_neg_ljzp_ignoreflag,1612028849,1612028802
205,i_prec_width_nn_pos_ljzp_ignoreflag,1612028849,1612028802
206,i_prec_width_nn_neg_ljzp_ignoreflag,1612028849,1612028802
207,i_size_follows_i_i,1612028849,1612023506
208,i_prec0val0_basic,1612028849,1612023724
209,i_prec0val0_implicit,1612028849,0
210,i_prec0val0_w,1612028849,1612028122
211,i_prec0val0_w_impl,1612028849,1612028122
212,i_prec0val0_wlj,1612028849,1612028122
213,i_prec0val0_wlj_impl,1612028849,1612028122
214,d_basic_i_pos,1612028849,1612023506
215,d_basic_i_neg,1612028849,1612023506
216,d_basic_i_zero,1612028849,1612023506
217,d_basic_i_onlypos,1612028849,1612023506
218,d_basic_i_onlyneg,1612028849,1612023506
219,d_basic_i_onlyzero,1612028849,1612023506
220,d_intmax,1612028849,1612023506
221,d_intmin,1612028849,1612023506
222,d_width_pos_fits,1612028849,1612028122
223,d_width_neg_fits,1612028849,1612028122
224,d_width_zero_fits,1612028849,1612028122
225,d_width_pos_exactfit,1612028849,1612028122
226,d_width_neg_exactfit,1612028849,1612028122
227,d_width_pos_nofit,1612028849,1612028122
228,d_width_neg_nofit,1612028849,1612028122
229,d_width_pos_fits_lj,1612028849,1612028122
230,d_width_neg_fits_lj,1612028849,1612028122
